review,note
rien trouv libr créneau der prix euros content celu hôtel grand besoin rénov,0.0
décev prix pas rideau douch bross,0.0
n'êt pas entomolog évit hôtel cafard salet bruit mauv entretien seul part commun pres correct chambr immond,0.0
pas terribl heureux bien situ l'accueil vrai pas agréabl inqualifi mépris parking pai 12h qu'on demand liber bien,0.0
assez médiocr matel brui impossibl prendr pet déjeun qu'il pai alarm incend minuit client déclench détecteur fum bruit d'un alarm machin tout nuit l'eau douch pass port bruit extérieur tout nuit bagarr siren bref évit surtout prix,0.0
passabl pet déjeun satisfais post travail chambr difficult d'acces internet chambr,0.0
cher prestat lit confort personnel souri pet dejeun ridicul prix chambr excess cher établ moyen,0.0
assez médiocr hôtel bien situ personnel courtois servic concierg parf pai chambr supérieur celle-c rien exceptionnel tapis chambr vieux sembl pas propr mauvais odeur chambr sall bain rang chambr mal éclair vrai déçus pai aut chambr décev,0.0
décev,0.0
évit emplac pas eau chaud pas drap couet pas rideau occult pas ascenseur étag,0.0
c'est premi derni journal mis disposit matin confort matel salet moquet usur plafond trou pres ventil vu cour intérieur local poubel l'exiguït chambr sanitair coût l'heberg complet disproportion élev chambr d'un niveau médiocr,0.0
décev désagré don emprunt cart bleu chambr déjà regl plus prendr photocop cart d'ident quoi n'êt pas autoris n'êt pas polici,0.0
dommag hotel chain ibis accord emplac proch rocad périf malgr l'emplac pas bruit chambr nettoyag bâcl sol pas propr houss quet douteur t'el serv plusieur client cas houss n'et pas blanch quet pet lit dépass pas d'un cot chaud sall bain pas mal trac noir mois manqu nettoyag lavabo bouch bouch vmc plein poussi cheveux coll plafond chauv épous cheveux court,0.0
passabl disposit chambr l'espac d'accueil /jeu chambr insonoris pet déjeun limit chaud chambr odeur désagré commun chambr,0.0
reviendr pas pdj correct liter revoir propret insuffis,0.0
passabl emplac idéal etat chambr insalubr port quas non isol impress dorm autr chambr menag pas,0.0
regret simpl d'avoir chois châtillon rien c'et pir nuit possibl retour vacanc manqu propret sdb confort inexist matel inconfort oreil mal insonoris beaucoup mal endorm entend gen couloir port ouvert chambr n'av pas nettoi correct paquet chip vid lir mouchoir décev j'av l'habitud réserv pass beaucoup perdu qualit cert déco refait concept repens mieux réserv typ d'établ tarif confort malgr aillon prendr chambr sdb toilet,0.0
hotel évit cher vu prestat rien localis chambr minuscul décor sombr étouff sall pet déjeun sommair petit déjeun vrai bas gamm,0.0
recommand pas hôtel expérient hôtel désastr établ servic médiocr hygien plus douteur accueil execr attendu plus minut chambr prêt daign préven lorsqu pas déplac attendu rien chambr charm équip dépass servic lent personnel désagré piscin n'est pas conform photo l'impress d'êtr piscin municipal plus l'acces sall détent interd l'affluenc n'est pas ger mond demand contact directeur manifest mécontent celui pas daign recontact malgr insist cel personnel,0.0
médiocr personnel tre désagré brui aerodrom proxim evit,0.0
assez médiocr pet déjeun wif personnel sall bain lit,0.0
séjour don n'avon pas pass beaucoup temp l'appart appart pet sen pas adapt trois adult don qu'il espac nuit ferm sall bain chauffag vétust pres d'un point d'eau,0.0
décev,0.0
terribl emplac canal ourq chambr minuscul trist décor tristess pleur sall bail plus minuscul chauffag insonoris insuffis synthes ascenseur calamit repos demand don acces escali pouvoir mont pied escali devr accessibl system cart pas cas lir pas confort,0.0
assez médiocr pet dejeun chauffag,0.0
évit l'accueil préven pas d'ascenseur opérationnel l'arriv solut vélo pli placard bagager hotel suppos étoil traval escali rest asez vétust chambr propr modernis chambr sent l'humid planch flott isol phoniqu port null mauv nuit sommeil coup pet déjeun cav pas prendr buffet indigent,0.0
assez médiocr demand odeur fort détergent chambr mélang chaleur impossibl dorm piqu yeux fenêtr ouvert aer insuffis oblig support bruit femm ménag toqu réveil 9h45 douch désagré coup c'est chaud coup c'est froid impossibl gard températur l'eau stabl fuir absolu,0.0
assez médiocr emplac pas confort pas propr,0.0
nul situat certain chambr rez chauss donnent unetout pet cour air cour dont sol hauteur fenêtr autr dit piec dem enterre chambr ete attribu sent mauv pas climatis j'ai trouv hôtel,0.0
passabl chambr pet odeur d'humid,0.0
assez médiocr,0.0
passabl l'humid manqu d'aérat chambr qualit matel,0.0
hotel évit surtout périod estival l'emplac seul agréabl essai résoudr problem jeun réception arriv constat qu'il fais chaleur monstrueux l'hotel l'appart malgr ventil demand rembours chang d'hotel prendr climatis refus pass mauvais nuit souffr chaleur déshydrat lorsqu'un soir rentr l'hotel clé conjoint rest voir ami réception incap trouv doubl clé rest l'hotel j'ai attendr conjoint rentr aller couch fallu réclam deuxiem jeu serviet puisqu'un seul trouv sall bain arriv bien j'ai précis réserv l'appart pet dispos pas tabl mang tranquill personnel arrang moment n'est jeun réception s'est don mal trouv deuxiem ventil réguli demand pass mieux,0.0
bien hygien confort accueil problem fuit d'eau caus énorm souc,0.0
passabl personnel sympath tach moquet liter pas bon sent tabac chambr,0.0
passabl emplac sall pet déjeun sol faut chaud lorsqu voulu ouvr fenêtr dit non chauffag chambr dépendr hôtel complet froid pouv pas mettr chauffag autr chambr dis pas mis bruit ascenseur entendr chambr,0.0
passabl,0.0
passabl personnel souri réactif agréabl fais froid chambr impossibl regl climatis chambr n'et absolu pas pratiqu entréel chambr besoin dun rafraîch,0.0
brui pratiqu localis verdur bruit autorout bas gamm ling mal sech,0.0
passabl,0.0
passabl emplac brui pas confort,0.0
décev rien contact telephon pas sympat accueil recept prix élev chambr trist soleil mur fenêtr pas réfriger paroi douch amovibl signal,0.0
décev nuit supplémentair annonc 50€ final pai 57€ lund personnel désagré,0.0
assez médiocr,0.0
passabl chaleur étouff aucun climatis coup oblig d'ouvr fenêtr donnent court trouv épicer nuit brui impossibl dorm entre chaleur bruit extérieur,0.0
passabl derni séjour appart dégrad arriv constat meubl sal tâch salet allou appart traval côt odeur désagré chang d'appart rapid suit appel,0.0
passabl,0.0
hôtel bien situ pratiqu famill entretien équip laiss désir localis équip vieil +++ façad rénov ouvri part 9h00 fenêtr non précis lor réserv évident trouv placard mouchoir usag chausset sal enfin chais cass ains miroir entré lequel pauvr répar scotch effectu,0.0
passabl j'ai appréci pouvoir bénéfici parking arriv affair oubli m'ont jam restitu trouss toilet montr parfum neuf manqu d'honnêt personnel nettoyag c'est dommag j'esper recontact l'on m'annonc affair retrouv,0.0
passabl manqu rang,0.0
assez médiocr l'odeur nauséabond chambr l'insonoris chambr inexist mur mobili déplor hôtel pass,0.0
econom recepcion hotel nathaniel parl franc etait extrem attent l´hotel traval renov dérang pas chang chambr l'ai demand premi nuit menag n´et pas impossibl communiqu reception parl pas franc anglais pet dejeun serv recept l´hotel pas aucun condit plus c'est jour chos pir pas parking contrair écrit sit booking,0.0
pas vrai nuit tranquill mauv odeur sall bain sombr froid restaur soir buffet excellent réserv chambr chambr lit ensuit chang chambr lit 3em lit qualit lament pas dign d'un lir camping contr chambr odeur cigaret savon douch éclairag faibl ampoul grill heur matin tel s'allum,0.0
décev bruit étag vibrat suit machin mal dorm,0.0
assez médiocr réserv booking hôtel piscin perm oas dir cel usag,0.0
hotel ferm arriv l'hotel ferm arriv quiconqu prévien j'ai km trouv établ ferm bravo booking,0.0
hôtel court séjour situat géograph idéal visit pari situat idéal proch gar lyon d'austerlitz proch station métro simpliqu propret lieux arriv ver 17h30 fenêtr chambr ouvert chambr dispos pas chauffag fonctionnel second couvertur pouvoir mis disposit télécommand télévis fonction pas fall jou pil chang chain ru bien sen uniqu brui enfin pommeau douch fui,0.0
situat pas climatis plein moustiqu,0.0
décev cabin douch mauv propret serviet,0.0
pas envi retourn certain personnel atyp sympath pet déjeun hyp simpl plutôt symp sdb microscop bloquent l'acces lavabo sal goût dessus lir couet tach sol croustill march acryl électr statiqu l'air lir cuvet déco surcharg peut-êtr appréci certain sort l'ascenseur vertigin,0.0
pas mal,0.0
allez pai mont ailleur pet déjeun correct bien plac euros chambr hôtel nécessit rénov complet rapid pas dign prix papi peint décoll arrach sdb minuscul vieil chambr ru brui pet couloir tach cuisin pet déjeun minuscul mond march dessus,0.0
pas étoil lieu accueil personnel pas sall sport sall commun pas lumin pet déjeun mauv qualit décor vieillott,0.0
hotel moyen bien plac prix raison l'accueil larrive l'emplac géograph douch toilet sépar pain frai assez propr peintur sall bain toilet escali pas d'ascenseur pas parking mal isol bruit luminos sombr exigu,0.0
mieux vaut aller hotel inconfort accueil idéal étudi pas retrait convertibl inconfort vu impossibl vis vis cour,0.0
assez médiocr chambr sonor bruit ru bruit pali bruit chambr voisin,0.0
assez médiocr literiedz bon qualit extrêm brui minimal,0.0
passabl,0.0
sur^pren l'emplac vu qualit liter personnel agréabl pas d'eau chaud douch sur-chauffag chambr l'état part commun plus pet ascenseur mond,0.0
plus jam situat geograph propret l'isol phoniqu tre brui l'organis refair chambr femm menag tap tout port hurl quelqu'un,0.0
retourn pas pas pet déjeun l'hotel sdb chb pet,0.0
séjour non conform réserv nuit trans oki sinon pas plus emplac seul point posit hôtel réserv chambr vu mer retrouv arrier hôtel night auditorium mis étiquet machin caf servic factur caf espec sall pet déjeun chambr sall sent cigaret coussin catastroph drap pas lav cheveux accroches2 ascenseur seur hôtel immens longu minut attent rien rendr récept,0.0
passabl lit,0.0
décev,0.0
décev hôtel viel équip chambr,0.0
séjour gâch problem chauffag gros problem chauffag regl fond arriv chambr sall bain sall bain vérit saun n'et pas possibl regl radiateur tel point dev laiss fenêtr ouvert permanent l'heur mond dit d'économis l'énerg hôtel fer bien mettr,0.0
mérit pas étoil seul point posit retien établ accueil grandeur chambr emplac proch sall concert sinon pas grand chos reten -un façad plutôt vieil pas spécial jol détail -un nombr plac parking sall pet déjeun minuscul rapport nombr chambr -un chambr ménag laiss désir poussi filtr climatis pas propr grain tomat sech mur arriv pet chauffag bien -le point plus noir pet déjeun plus rien arriv 9:45 matin fallu aller plaindr accueil quelqu miet mang pourt client arriv derri simpl lament attendon mail répons prom départ hôtel,0.0
moyen pet déjeun emplac sourir jérôm gaël amabl confort propret chambr,0.0
cher chambr vétust pet honteux 80€ nuit gâch emplac personnel moquet sal chambr pet douch vétust mur partent lambeau pu cigaret drap sal,0.0
assez médiocr emplac rapport qualité/prix,0.0
assez médiocr,0.0
bien bien ensembl personnel aimabl servic spa bien chambr luxueux recommand rien,0.0
passabl,0.0
décev emplac idéal plein centre-vill boutiqu restaur pas loin établ grand arter pas parking chambr petit,0.0
décev gentilless vik gentil cousin rat l'heur pet déjeun puission minimum regl prestat d'avanc manqu téléphon chambr besoin d'appel récept j'av demand lit jumeau adon chambr seul lit oblig redescendr récept modifi remont douch pas spécial propr joint mois trac rosâtr receveur douch prouv manqu nettoyag approfond,0.0
décev,0.0
passabl direct établ refus gest commercial suit annul vol dev permettr pass séjour réserv bookingcom attitud fair-play attent moder bookingcom relat fait aver peux fourn preuv échang messag hôtel propos pas calomni bien object voir proteg client hôtel publi pas,0.0
évit séjour juin pend canicul derni étag combl pas climatis chambr pet joint sdb refair précédent commentair déconseil égal prendr pet déjeun plac minimal viennoiser dat veil yaourt prendr températur global mauv rapport qualité-prix,0.0
décev,0.0
passabl,0.0
assez médiocr,0.0
mauv rien 3etoil chambr placar,0.0
découvert nic temp d'un marathon l'emplac disponibil déco surcharg inappropri rafistolag pas dir bricolag danger manqu paroi douch port manteau fix apesanteur bouchon lieg barr rideau prêt tomb fenêtr ferm pas ru brui,0.0
premi derni vérit hôtel chambr d'hôt prochain séjour l'emplac l'ascenseur jam nettoi pend trois jour non prix confort spartiat sall d'eau minimal serviet pet fin,0.0
c'et refair chois l'adaggio pet déjeun malgr qu'il serv jusqu 09h30 chambr etait tre pet adult enfant sall bain n'et pas tre propr joint rouill mois odeur d'urin toilet pas bal chambr nuit surtout standing novotel m'attend beaucoup mieux l'hotel trouv pas 500m centr vill,0.0
assez médiocr personnel compréhens délabr établ agréabl possibl rénov impos chang matel pas dorm ressort vieux sall bain handicap hont sol délabr chais déchir rénov impos urgenc,0.0
passabl pas satisf pens parl pet déjeun offre ben non cher prestat,0.0
passabl,0.0
bof decev photo sit réalit chambr part commun bien travaill revanch faudr refair chambr couloir,0.0
