nom,pays,favorite,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Pascal,Francia,0,Tout est parfait,"Le personnel est tres bien et Le bar est top,
Le T'Time est exceptionnel proposé par Patissier tres doué
Pratiquement pas d'attente au petit dejeuner.
L'emplacement est ideal pour le Louvre , L'olympia ,etc...",None,"8,0",Hotel,París," 8,8 "
Marina,Francia,0,Fantástico,"Le personnel est très accueillant et disponible. Le petit déjeuner est top, la chambre familiale très propre et très bien en taille de pièce. Emplacement top au pied du métro Châtelet même si dernier n'est pas le meilleur quartier de Paris, c'est très central pour les transports. Je suis ravie de mon séjour au Novotel.",R A S,"9,0",Hotel,París," 8,8 "
Kamanejacob,Nueva Caledonia,0,Excepcional,"Le personnel serviable et professionnel.
La chambre comfortable. Le buffet petit déjeuner copieux et très bon.
Un établissement au top, très bien situé dans Paris, pratique pour se déplacer et le shopping dans les halles.",None,10,Hotel,París," 8,8 "
Virginie,Bélgica,0,"Un très beau séjour, rien à redire l’hôtel était parfait",Un très tes bel hôtel en plein centre de Paris avec un accueil très chaleureux je recommande!,None,"8,0",Hotel,París," 8,8 "
Claude,Francia,0,TRES BIEN.,"Situation de l'hôtel, restauration possible sur place, les équipements de la salle de bains, la réduction des bruits de voisinage et de la rue.","Eclairage des chevets, la quasi absence de patères dans la salle de bains, un parking propre à l'hôtel en souterrain, les chaises trop volumineuses dans la chambre.","8,0",Hotel,París," 8,8 "
Laurent,Francia,0,Muy bien,None,"Salle de petit déjeuner sous dimensionnée. Conséquences:
-File d'attente très longue le week-end.
-Obligé de prendre le petit déjeuner au bar loin du buffet
-Bousculades autour du buffet dans un espace trop petit
Manque répété de vaisselle et de mauvaise qualité alors que tout le reste du séjour est excellent.
Conclusion: pour maintenir ce standing, il faut d'urgence repenser le petit déjeuner.","8,0",Hotel,París," 8,8 "
Linda,Francia,0,Muy bien,"Personnel très aimable et attentif. Notamment Mimi à l’accueil et Oliver pour les bagages. Petit déjeuner bien varié, jus de fruits frais.",Le canapé lit pour nos enfants n'était pas très confortable.,"8,0",Hotel,París," 8,8 "
Alexandre,Francia,0,Excellent établissement mais attention à ne pas rentrer trop tard le soir car l’endroit est peu sûr.,Vrai hôtel 4 étoiles. Confort des chambres. Petit déjeuner gargantuesque. Propreté exceptionnelle de l’établissement. Personnel de grande qualité.,Établissement pas clairement indiqué dans la rue. Établissement situé dans un quartier de Paris risqué.,10,Hotel,París," 8,8 "
Frédéric,Bélgica,0,TOP,Excellent petit déjeuner - accueil courtois et professionnel - situation au centre de Paris - parking public et sécurisé à 100 m rue de Rivoli et paiement de celui-ci directement à l'hôtel. Excellents petits restos à 5 min rue Montorgueil - métro à 50 m.,A vrai dire : rien,"9,6",Hotel,París," 8,8 "
Lacarottebleue,Francia,0,Excepcional,La vue et la qualité de la literie et de l'acceuil.,None,10,Hotel,París," 8,8 "
Alain,Francia,0,Fantástico,Tout bien......,Tout bien...RAS...,"9,0",Hotel,París," 8,8 "
Anne,Francia,0,J’y suis comme à la maison,"C’est propre, cnest beau et le personnel vous bichonne, cela fait 3 années que j’y viens régulièrement, je ne me vois aller ailleurs sur paris car j’y ai mes habitudes","L’environnement autour de l’hôtel .... pourtant bien placé , à côté des plus beaux quartiers de paris, ligne métro et rer très pratiques mais amenant une population néfaste 
Heureusement l’hôtel compense excessivement bien par la chaleur des lieux et le raffinement de la décoration, l’attention du personnel aux petits oignons...","8,8",Hotel,París," 8,8 "
Jean-luc,Suiza,0,Muy bien,La propreté en général et la qualité de la literie. Le petit déjeuner était également excellent et copieux.,"Les accessoires de salle de bain font défaut (par ex coton pour démaquillage, coton-tige , etc...)","8,3",Hotel,París," 8,8 "
Jean,Francia,0,Très bien,Le petit déjeuner parfait le personnel très aimable,None,10,Hotel,París," 8,8 "
Maggy,Bélgica,0,excellent,"les travaux sont finis aux alentours; arrivée super pratique par métro en face de l'entrée de l'hotel, proximité de tous les centres culturels. Confort de l'hotel : salons, jardin joliment aménagé","pour voyager avec un petit fils, j'aimerais mieux une chambre twin.. mais je n'en ai jamais vu dans cet hotel.",10,Hotel,París," 8,8 "
Barbara,Suiza,0,Emplacement idéal,"L’emplacement, bonne literie, choix varié au buffet du petit-déjeuner","Dans notre suite junior au 6ème étage, on entendait le mécanisme des ascenseurs, un peu désagréable....
Grande tache de saleté ou moisissure ? au plafond de la salle de bains et douche... ne nuit pas à l’utilisation mais ça fait tout de suite pas très propre et au prix où on paye la chambre.... on ne s’y attend pas ....","9,2",Hotel,París," 8,8 "
Audrey,Francia,0,Muy bien,None,pas assez de place pour le petit déjeuner,"8,3",Hotel,París," 8,8 "
Myriam,Guadalupe,0,Séjour toujours agréable dans cet hôtel dont je suis une fidèle cliente depuis 20ans.,"Emplacement très central à Paris, petit-déjeuner de qualité, personnel de réception à l'écoute des clients.",Malheureusement j'ai été victime d'une panne d'électricité affectant ma chambre et celle voisine qui a perturbé ma soirée à l'hôtel.,"8,8",Hotel,París," 8,8 "
Maiwenn,Francia,0,Excepcional,"Parfait à tous points de vue
Idéalement situé dans Paris
Accueil très professionnel
Très belle chambre",None,"9,6",Hotel,París," 8,8 "
Florence,Francia,0,Excepcional,Tout,Petit déjeuner un peu cher sinon Ras,"9,6",Hotel,París," 8,8 "
Catherine,Francia,0,Exfellent,Le cadre l’accueil le petit dej,moquette ds la salle du petit dej,10,Hotel,París," 8,8 "
Rachid,Marruecos,0,Excepcional,Une grande pensée à la gentillesse de Kabira et Le très sympathique Mathieu,Tout est parfait,"9,6",Hotel,París," 8,8 "
Stéphanie,Suiza,0,Excepcional,"Le petit-déjeuner, le quartier et la proximité du métro",Rien,10,Hotel,París," 8,8 "
Brice,Francia,0,Bien,La situation au cœur du quartier des halles très animés ; le calme des chambres,"Il manque une bouteille d’eau offerte tous les jours dans les chambres; en effet lors de notre premier séjour en mars , il n’y en avait pas et au cours de notre séjour en juin dans une chambre familiale pour 4 , il n’y avait qu’une qu’une seule bouteille pour 2 jours.","7,9",Hotel,París," 8,8 "
Lisette,Suiza,0,Excepcional,Tout,None,"9,6",Hotel,París," 8,8 "
Josiane,Francia,0,Excepcional,Personnel souriant et aux petits soins,None,10,Hotel,París," 8,8 "
Services,Francia,0,Top,La literie ultra confortable ainsi que le petit balcon,L’attente au petit déjeuner,10,Hotel,París," 8,8 "
Laeticiaa,Francia,0,Super,"Personnel de l’hôtel accueillants très professionnels, aux petit soins avec leurs clients. Les chambres sont top et le petit déjeuner est très copieux. 
Super séjour dans cet hôtel je recommande !",None,10,Hotel,París," 8,8 "
Isabelle,Francia,0,Excepcional,"Personnel très compétent et agréable, chambre spacieuse et propre. Petit déjeuner excellent !
Tout était parfait",None,10,Hotel,París," 8,8 "
Serge,Canadá,0,Vraiment apprécié,Petit déjeuner vraiment exceptionnel,"La vue de la chambre donnait sur le restaurant, on voit le dessus des structures supportant des spots bleus, il y a plein de trous dans le gypse, c'est poussiéreux... pas à l'image du reste!","9,6",Hotel,París," 8,8 "
Laoussing,Reunión,0,Super séjour pour découvrir Paris en famille,Chambre familiale spacieuse et confortable . Situation idéale. Personnel au top,None,"9,6",Hotel,París," 8,8 "
Isabelle,Bélgica,0,"Parfait, excellent 😊",La situation géographique parfaite. Le petit déjeuner 🥞. La vue et la salle de bain magnifique. Le personnel très gentil.,Le bruit des voisins,"9,6",Hotel,París," 8,8 "
Eric,Suiza,0,Excepcional,"Accueil et serviabilité du personnel, hôtel très bien centré et silencieux. Petit déjeuner au top",La chambre un peu petite pour 3,"9,6",Hotel,París," 8,8 "
Alain,Suiza,0,Séjour professionnel,Grand hôtel bien situé.,Mauvaise organisation au petit-déjeuner le matin avec jusqu’à 25minutes d’attente le week end.,"7,5",Hotel,París," 8,8 "
Jean-sebastien,Francia,0,Excepcional,"L’emplacement
La qualité des chambres
Le personnel
Le petit déjeuner",Rien,"9,6",Hotel,París," 8,8 "
Amandine,Francia,0,Bien,"L'emplacement est parfait, en plein centre de Paris.",None,"7,9",Hotel,París," 8,8 "
Jean-paul,Mónaco,1,Muy bien,"Le confort de la literie, la douche et le petit déjeuner.","Le temps d'attente à l'accueil, pour avoir un ascenseur, et la télé pourrie !","8,3",Hotel,París," 8,8 "
Olivier,Suiza,0,Bien confortable,"Très bien situé, chambre bien insonorisé et confortable , très proche du métro et RER qui va à CDG","Salle du petit déjeuner bruyante, avec quelques paravents ça serait plus cosy et moins bruyant... peut-être !","9,6",Hotel,París," 8,8 "
Sandra,Canadá,0,Excepcional,"Le personnel était particulièrement affable et attentionné, autant les hôtesses du comptoir, le concierge, le bagagiste et même l'agent de sécurité. J'ai rarement eu ce genre d'attitude à Paris. Réellement agréable!",None,10,Hotel,París," 8,8 "
Marie,Bélgica,0,Bon hôtel mais rapport qualité prix du bar décevant,"Super petit déjeuner, hôtel moderne et bien décoré.","Le quartier est très bruyant. Même avec la fenêtre fermée, nous entendons les cris des personnes dans la rue. Le soir, nous avons pris un souper simple au bar. Le serveur pas très aimable, S’est trompé à plusieurs reprises dans notre commande. On avait l’impression qu’il n’avait pas envie d’amener les plats jusqu’au bout du bar. Le prix était très élevé. Le reste du personnel était charmant.","7,5",Hotel,París," 8,8 "
Desmoucelle,Francia,0,"Séjour agréable, confortable","Accueil personnel , disponibilité.
Chambre calme
Lit confortable","Absence de coton , de coton tige,de crème pour le corps, de charlotte pour les cheveux 
Aspect sommaire des produits cosmétiques","8,8",Hotel,París," 8,8 "
Guillaume,Francia,0,Fabuloso,la situation idéale de l'hotel pour les transports et le confort de la chambre et des prestations,La lenteur du téléviseur qui beug.,"8,8",Hotel,París," 8,8 "
Marc,Bélgica,0,"Excellent séjour et service. Mention spéciale pour Laura, Jean -Christophe et Gianfranco.",Excellente qualité en tous points.,None,10,Hotel,París," 8,8 "
Pauline,Francia,0,Très bien !,"- La variété de choix du buffet du petit-déjeuner et la possibilité d’y préparer des jus frais.
- La localisation de l’hôtel.
- La mise à disposition gratuite d’un lit bébé dans la chambre.","- La température trop élevée dans la chambre (impossible de régler la climatisation). Nous avons contacté la réception pour ce problème mais personne n’est venu régler le problème.
- L’attente pour avoir une table au petit-déjeuner","8,3",Hotel,París," 8,8 "
Dany,Bélgica,0,Fabuloso,Le petit déjeuner.,Que le parking ne soir plus sous l'hôtel.,"8,8",Hotel,París," 8,8 "
Isabelle,Francia,0,à bientôt pour un prochain voyage d'affaires!,"l'accueil, le sourire, la disponibilité du personnel
les prestations de la chambre
la décoration",rien,"9,6",Hotel,París," 8,8 "
Jenifos,Bélgica,0,Excepcional,"La situation de l’hôtel est excellente, il se trouve dans un endroit central.
Le personnel est très professionnel, l’accueil est excellent.
Le petit-déjeuner est exceptionnel, très varié et complet (magnifique les jus de fruits frais et la possibilité de se faire des jus détox avec des fruits frais à mettre dans une centrifugeuse). 
Le calme dans la chambre grâce à une bonne isolation (vue sur la cour intérieure).","Rien, tout était parfait.","9,6",Hotel,París," 8,8 "
Eva,Francia,0,Pratique.,"La vue de la chambre sur la cour intérieure.
Personnel aimable et serviable.
Service bagagerie gratuit très pratique, en dehors de l'occupation de la chambre, super!","Trop chaud dans la chambre, même avec le thermostat sur 10° nous avions trop chaud.
Nous entendions les portes des autres claquer.
Petit déjeuner très cher: 24€ par personne!","8,3",Hotel,París," 8,8 "
Anne,Francia,0,Excepcional,"Cela fait deux ans que je reviens régulièrement pour raisons professionnelles et à chaque fois, je m’y sens comme à la maison! Le personnel est adorable, disponible et à l’écoute,
Spéciale mention à Léna ( accueil) Frederic (restauration) et Mariam (restauration) qui se sont occupé de moi comme d’une reine! 
Je recommande vivement cet hôtel, emplacement central de paris !","Juste cette fois ci (février 2019) j’ai eu froid dans l’hôtel! Courants d’air, climatisation et travaux au 6eme étage avec fenêtre ouverte m’ont un peu donné froid. Je pense et espère que cela est exceptionnel.",10,Hotel,París," 8,8 "
Marion,Francia,0,Super,Très bel hôtel !,None,"9,6",Hotel,París," 8,8 "
Olivier,Bélgica,0,Excellent,Tout le reste était excellent. Le personnel et le petit déjeuné en particulier.,Le diner du soir n'était pas terrible.,"9,6",Hotel,París," 8,8 "
Benaouda,Argelia,0,Très bon séjour bonne endroit,L’endroit est le confort,Rien,"7,5",Hotel,París," 8,8 "
Olivier,Francia,0,ras,ras,ras,"9,6",Hotel,París," 8,8 "
Nathalie,Francia,0,Très bien,None,"Désorganisation du service au restaurant 
Dommage","9,6",Hotel,París," 8,8 "
Yahui,Luxemburgo,0,Excepcional,"Les décors et le jardin. Petit déjeuner très bien, beaucoup de choix. Station Métro just a cote",Tous est bien passé,10,Hotel,París," 8,8 "
Jean-philippe,Bélgica,0,on reviendra mais les changements depuis la dernière fois ne sont pas top,"Personnel charmant et attentif à votre bien être.
chambre belle et grande bien équipée et silencieuse. 
Petit déjeuner bien complet.","le système de la salle de bain: opacité nulle et donc même quand on allume que dans la toilette, la chambre est illuminée!
lumière dans la salle de bain trop faible et bizarre au dessus du lavabo
peu d'endroit pour pendre ses affaires dans la salle de bain et pas pratique.
porte de la toilette avec jour!!! 
double porte vers la salle de bain bruyante
donc, dès qu'on va dans une des 2 pièces durant la nuit, on réveille son partenaire à tous les coups","9,2",Hotel,París," 8,8 "
Pn,Francia,0,"Super emplacement géographique, personnel au petit soin.","La situation géographique 
L’agencem de la chambre et sa propreté.",La literie,"7,5",Hotel,París," 8,8 "
